Source,Catalog,Site,Locus,ProvString,Component,Ct,Wt,MtlString,CndString,ML,AL,MW,MTH,BW,NW,PSA,DSA,MXWP,STL,Comments,PointType
Ruby,26WA9052-11-32,26WA9052,A,Artifact 32,Non-component,1,2.1,Obsidian,Proximal fragment,-24.4,-22.6,-18,4.4,-12,9.7,119,134,,-8.4,asymmetrical,Elko?
Ruby,26WA9052-11-44,26WA9052,A,Artifact 44,Non-component,1,1.8,Obsidian,Proximal fragment,-20.2,-18.1,-22.7,4.8,-7.5,9.4,113,140,,-7.6,,Elko
Ruby,26WA9052-11-75,26WA9052,A,Artifact 76,Non-component,1,4.1,Obsidian,Proximal fragment,-33.9,-31.9,26,5.3,-9.1,11.4,111,126,,-10.1,,Elko
Ruby,26WA9052-11-79,26WA9052,A,Artifact 80,Non-component,1,2.9,Obsidian,Nearly complete,40.3,37.5,22,4.1,13.3,12.6,112,154,,9.2,,Elko
Ruby,26WA9052-11-155,26WA9052,B,"CU 1, 000-010",Early Archaic (Locus B),1,0.1,Obsidian,Proximal fragment,-5.8,-4.3,-9.8,-2.6,-8.9,-6,138,,,-5.8,,Indeterminate
Ruby,26WA9052-11-246,26WA9052,A,"CU 5, 000-010",Middle Archaic (Locus A),1,0.8,Obsidian,Proximal fragment,-8.6,-7,27.2,3.8,27.2,,151,,,-8.6,Should be able to get partial NW,Elko?
Ruby,26WA9052-11-267,26WA9052,A,"CU 5, 010-020",Middle Archaic (Locus A),1,1.8,Obsidian,Nearly complete,-25.5,23.7,20.5,4.8,-8.3,8.8,139,142,,-8.8,giant Eastgate,Elko
Ruby,26WA9052-11-268,26WA9052,A,"CU 5, 010-020",Middle Archaic (Locus A),1,2.9,Obsidian,Proximal fragment,-30.9,-26.5,-20.5,4.7,16.7,12.9,111,161,,11.3,deeply split,Elko
Ruby,26WA9052-11-95,26WA9052,A,Artifact 96,Non-component,1,2.2,Obsidian,Proximal fragment,-21.4,-21,-17.6,6.1,-11.5,8,134,201,,10.8,,Other Dart
Ruby,26WA9052-11-247,26WA9052,A,"CU 5, 000-010",Middle Archaic (Locus A),1,0.6,Obsidian,Medial fragment,-12.5,-11.1,-15.1,3.2,,,,128,,,,Dart-sized
Ruby,26WA9052-11-350,26WA9052,A,"CU 9, 010-020",Non-component,1,2.1,Obsidian,Whole,32.5,29.8,15.5,4.5,14.2,,,,42,,,Humboldt
Ruby,26WA9052-11-373,26WA9052,NL,"CU 10, 010-020",Non-component,1,3.6,Obsidian,Medial fragment,-30.2,-27.4,-26.2,5,,,,137,,,,Dart-sized
Ruby,26WA9052-11-386,26WA9052,NL,"CU 10, 020-030",Non-component,1,0.4,Obsidian,Proximal fragment,-16.2,,-13.2,-2.6,,,187,,,-16.2,no NW,Northern Side-notched?
Ruby,26HU5506-11-1,26HU5506,C1,Artifact 1,Middle Archaic (C1),1,5.4,Obsidian,Medial fragment,-33.5,-33.2,22.2,6.1,-10,10,99,171,,-3.5,,Dart-sized
Ruby,26HU5506-11-4,26HU5506,C1,Artifact 4,Middle Archaic (C1),1,2.7,Obsidian,Nearly complete,-32.1,-28.3,21.4,4.5,14.7,13,144,184,,8.8,DSA is high,Elko
Ruby,26HU5506-11-5,26HU5506,C1,Artifact 5,Middle Archaic (C1),1,1.6,Obsidian,Medial fragment,-22.7,-22.5,17.6,3.3,,7.3,,175,,,,Arrow-sized
Ruby,26HU5506-11-6,26HU5506,C1,Artifact 6,Middle Archaic (C1),1,5.1,Cryptocrystalline silicate,Nearly complete,-42.2,-40.8,16.3,8,-9.2,,,,,,,Humboldt
Ruby,26HU5506-11-10,26HU5506,C1,Artifact 10,Middle Archaic (C1),1,1.1,Obsidian,Proximal fragment,-15.2,-13.8,15.6,4.1,11.7,,,,,,,Humboldt
Ruby,26HU5506-11-22,26HU5506,C1,"SS 2, 000-005",Middle Archaic (C1),1,1.2,Cryptocrystalline silicate,Proximal fragment,-17,-15.2,-19.1,3.6,9.9,9.7,109,130,,-4.2,,Elko
Ruby,26HU5506-11-23,26HU5506,C1,"SS 2, 000-005",Middle Archaic (C1),1,0.9,Cryptocrystalline silicate,Medial fragment,-14.2,-13.2,-16.2,3.5,,6.3,102,148,,,,Rosegate
Ruby,26HU5095-11-9,26HU5095,A,Artifact 9,Early Archaic (Locus A),1,0.74,Obsidian,Proximal fragment,-16.7,-16.2,-10.9,-4.7,7.4,7.3,107,227,,10.4,,Dart-sized
Ruby,26HU5095-11-15,26HU5095,A,Artifact 15,Early Archaic (Locus A),1,2.68,Obsidian,Proximal fragment,-23.7,-21.7,20.1,5.2,19.2,10.5,156,207,,12,,Northern Side-notched
Ruby,26HU5095-11-31,26HU5095,A,Artifact 31,Early Archaic (Locus A),1,3.41,Obsidian,Proximal fragment,-29.8,-20.6,-23.3,4.6,18,14.8,116,143,,8.5,,Elko
Ruby,26HU5095-11-33,26HU5095,A,Artifact 33,Early Archaic (Locus A),1,0.65,Cryptocrystalline silicate,Whole,19.4,19.3,11.9,2.6,11.9,,,,0,,,Cottonwood
Ruby,26HU5095-11-39,26HU5095,NL,Artifact 39,Non-component,1,0.94,Obsidian,Proximal fragment,-23.4,-23.3,13.6,3.7,7.4,5.7,120,170,,6.1,,Rosegate
Ruby,26HU5095-11-49,26HU5095,NL,Artifact 49,Non-component,1,1.94,Obsidian,Proximal fragment,-27.2,-23.7,-17,4.1,-6.2,11.4,112,,,-8.6,no DSA,Elko?
Ruby,26HU5095-11-50,26HU5095,NL,Artifact 50,Non-component,1,1.86,Obsidian,Medial fragment,-22.5,-21,-17,3.7,,,,123,,,,Indeterminate
Ruby,26HU5095-11-56,26HU5095,A,Artifact 56,Early Archaic (Locus A),1,0.7,Obsidian,Proximal fragment,-11.3,-7,-14.8,-4.1,-15.2,-10.5,119,,,-11.3,"no DSA, base only",Elko?
Ruby,26HU5095-11-59,26HU5095,A,Artifact 59,Early Archaic (Locus A),1,0.5,Obsidian,Fragment,-11.3,-10.8,-13.5,3.4,6.6,9.5,,,,7.5,orientation unclear,Dart-sized
Ruby,26HU5095-11-61,26HU5095,A,Artifact 61,Early Archaic (Locus A),1,0.6,Obsidian,Proximal fragment,-8.7,-8.1,22.9,-4.2,22.9,9,149,,,-8.7,PSA rule,Elko?
Ruby,26HU5095-11-80,26HU5095,A,"SS 2, 000-005",Early Archaic (Locus A),1,2.9,Obsidian,Proximal fragment,-24.2,-21.5,22.3,5.5,-16.4,13.2,133,204,,-10.6,,Elko
Ruby,26HU4755-11-1,26HU4755,-,Artifact 1,Non-component,1,12.6,Obsidian,Nearly complete,-55.3,-51.9,32.6,8.4,-6.9,-16.2,86,197,,-14.2,huge; base incomplete,Gatecliff?
Ruby,26HU4755-11-2,26HU4755,-,Artifact 2,Non-component,1,1.6,Obsidian,Proximal fragment,-15.5,-8.4,-23.4,5.3,24.5,,,,,,odd; NSN or Humboldt base?,Dart-sized
Ruby,26HU5096-11-1,26HU5096,-,Artifact 1,Non-component,1,4.3,Obsidian,Nearly complete,-38.7,-37.7,22.5,5.9,-11,-9.6,148,184,,-8.4,,Dart-sized
Ruby,26HU5096-11-29,26HU5096,-,"CU 1, 020-030",Non-component,1,3.4,Obsidian,Proximal fragment,-28.3,-24.6,-24.7,5.3,-16.8,16.2,125,190,,9.9,DSA rule,Elko
Ruby,26HU5097-11-1,26HU5097,D,Artifact 1,Non-component,1,1.8,Obsidian,Proximal fragment,-26.1,-20.7,-20.8,3.9,13.5,11.5,107,135,,9.3,,Gatecliff
Ruby,26HU5097-11-2,26HU5097,NL,Artifact 2,Non-component,1,1.6,Obsidian,Proximal fragment,-23.2,-21.8,-19.1,5.5,-6.9,8.5,120,186,,-7.9,DSA rule,Elko
Ruby,26HU5097-11-3,26HU5097,C,Artifact 3,Non-component,1,0.8,Obsidian,Proximal fragment,-18.3,-17.4,-18.7,2.7,8.7,8.1,101,125,,-6.6,,Rosegate
Ruby,26HU5097-11-4,26HU5097,NL,Artifact 4,Non-component,1,7.9,Obsidian,Half,-49.4,-48.9,-18.5,6.8,-7.6,-13.3,129,203,,-14.6,,Dart-sized
Ruby,26HU5097-11-6,26HU5097,NL,Artifact 6,Non-component,1,1.6,Cryptocrystalline silicate,Whole,31.7,31.5,13.8,5.1,5.4,5.9,88,157,,5.9,,Rosegate
Ruby,26HU5097-11-9,26HU5097,C1,Artifact 9,Non-component,1,1.8,Obsidian,Medial fragment,-27.9,-26.6,23.1,3.7,,7.5,108,130,,,,Rosegate
Ruby,26HU5098-11-1,26HU5098,-,Artifact 1,Non-component,1,5.8,Obsidian,Medial fragment,-37.3,-31.3,-28.7,5.4,,13.9,,119,,,,Elko?
Ruby,26HU5098-11-3,26HU5098,-,Artifact 3,Non-component,1,4.6,Obsidian,Proximal fragment,32.5,28.7,19.8,8.2,17.5,,,,40,,"could measure PSA, DSA",Gatecliff
Ruby,26HU4945-11-2,26HU4945,C1,Artifact 2,Non-component,1,5,Obsidian,Proximal fragment,-29,-25.1,24.3,7.2,19.7,16.7,108,193,,14.3,,Gatecliff
Ruby,26HU4945-11-9,26HU4945,C1,Artifact 9,Non-component,1,2.7,Obsidian,Medial fragment,-24.1,-23.4,-24.1,4.6,,-10.3,,140,,-6.1,,Dart-sized
Ruby,26HU4945-11-15,26HU4945,C1,Artifact 15,Non-component,1,1,Obsidian,Proximal fragment,-19.6,-18.1,-16.7,3.5,-6.6,6.5,101,148,,-4.6,,Rosegate
Ruby,26HU4945-11-19,26HU4945,C1,Artifact 19,Non-component,1,0.7,Obsidian,Proximal fragment,-16.1,-12.9,17.5,3.1,9,7.7,117,146,,6.1,,Rosegate
Ruby,26HU4945-11-45,26HU4945,NL,Artifact 45,Non-component,1,1.8,Obsidian,Margin fragment,-22.1,-21.5,-14.3,5.1,,-6.1,,134,,,orientation?,Dart-sized
Ruby,26HU4945-11-47,26HU4945,NL,Artifact 47,Non-component,1,1.1,Obsidian,Nearly complete,-23.6,-23.1,-17.5,3.6,-4.4,7,101,121,,-4.6,,Rosegate
Ruby,26HU4945-11-54,26HU4945,C1,Artifact 54,Non-component,1,2,Obsidian,Proximal fragment,-17,-15.8,-18.5,5.5,-15.8,,,,,,,Humboldt
Ruby,26HU4945-11-67,26HU4945,NL,"SCU 3, Surface",Non-component,1,1,Obsidian,Margin fragment,-18.5,-13.6,-12.3,4.3,,-4,,141,,,,Indeterminate
Ruby,26HU4945-11-136,26HU4945,C1,"SS 5, 000-005",Non-component,1,0.6,Obsidian,Proximal fragment,-10.5,-8.5,-14.3,4,-14.7,8.5,117,,,-10.5,base only,Elko?
Ruby,26WA8775-11-18,26WA8775,A,"SS 2, 000-005",Non-component,1,11.9,Cryptocrystalline silicate,Proximal fragment,-47.1,-45.9,-27.3,7.7,11.9,,,,,,,Great Basin Stemmed
Ruby,26HU5097-11-5,26HU5097,NL,Artifact 5,Non-component,1,1.1,Obsidian,Medial fragment,-20,-19.8,13.3,4.2,,-5.8,,,,,,Arrow-sized
Ruby,26WA9050-11-1,26WA9050,NL,Artifact 1,Early Archaic,1,2.6,Obsidian,Medial fragment,-31.2,-30.6,-22.7,4.1,-4.7,11.3,,176,,-9.7,,Dart-sized
Ruby,26WA9052-11-310,26WA9052,A,"CU 7, 010-020",Non-component,1,0.3,Obsidian,Medial fragment,-8.1,-7.8,-10.8,-3.5,-10.7,7,126,,,-8.1,,Arrow-sized
Ruby,26WA9043-11-2,26WA9043,NL,Artifact 2,Non-component,1,1.4,Cryptocrystalline silicate,Distal fragment,-21.7,-20.9,15.2,4,,6.5,,132,,,,Rosegate?
Ruby,26WA8690-11-24,26WA8690,C,Artifact 24,Paleoarchaic (Locus C),1,13,Obsidian,Whole,-71.8,-71.8,22.3,9,6.5,,,,,,,Lanceolate
Ruby,26WA8691-11-1,26WA8691,NL,Artifact 1,Non-component,1,12.2,Obsidian,Proximal fragment,-41.1,-40.6,-28.4,9.3,26.5,20.7,134,207,,12,,Other Dart
Ruby,26WA8692-11-3,26WA8692,-,Artifact 3,Non-component,1,9.8,Obsidian,Medial fragment,-41.8,-40.1,-29.3,7,-16.5,18.1,104,189,,-9.1,,Great Basin Stemmed
Ruby,26WA8820-11-7,26WA8820,-,Artifact 7,Non-component,1,1.5,Obsidian,Proximal fragment,-22,-19.2,-17.8,4.4,-4.3,-9.7,104,221,,-10.5,,Dart-sized
Ruby,26WA8820-11-18,26WA8820,-,Artifact 18,Non-component,1,1.9,Obsidian,Proximal fragment,-23.7,-23,-16.4,4.4,-6.9,8.5,112,223,,-9.6,,Dart-sized
Ruby,26WA8820-11-35,26WA8820,-,Artifact 35,Non-component,1,1.5,Obsidian,Proximal fragment,-17.9,-14.3,19.2,5.3,-14.4,,,,,,,Humboldt
Ruby,26WA8820-11-55,26WA8820,-,Artifact 55,Non-component,1,2.5,Obsidian,Medial fragment,-25,-24.1,20.8,4.5,,5.7,,144,,,no PSA,Rosegate?
Ruby,26WA8820-11-61,26WA8820,-,Artifact 61,Non-component,1,2.6,Obsidian,Nearly complete,35.6,32.9,-21.5,4.3,18.7,15.5,122,169,,7.6,,Elko
Ruby,26WA8647-11-3,26WA8647,NL,Artifact 3,Non-component,1,1.1,Obsidian,Proximal fragment,-14.2,-11.4,22.4,4.1,21.3,12.9,172,,,-12.9,,Northern Side-notched
Ruby,26WA8647-11-15,26WA8647,NL,Artifact 15,Non-component,1,0.8,Obsidian,Proximal fragment,-16.8,-8.9,-21.7,3.4,-24.1,9.1,171,,,-16.8,,Northern Side-notched
Ruby,26WA8647-11-28,26WA8647,NL,Artifact 29,Non-component,1,4.6,Obsidian,Nearly complete,-37,-32.7,25.4,5.7,15.4,15.1,91,206,,11.4,,Gatecliff
Ruby,26WA8647-11-30,26WA8647,NL,Artifact 31,Non-component,1,1,Obsidian,Proximal fragment,-15.3,-13.6,-17.5,5.3,17.5,10.5,153,160,,7.7,,Northern Side-notched
Ruby,26WA8647-11-53,26WA8647,NL,"SP 7, 000-010",Non-component,1,2.7,Obsidian,Proximal fragment,-24.4,-19.6,25.2,5,-25.2,16.8,164,173,,-14.4,,Northern Side-notched
Ruby,26WA8824-11-4,26WA8824,NL,Artifact 4,Non-component,1,0.7,Obsidian,Proximal fragment,-12.4,-9.5,-17,3.6,16.1,9.1,160,,,-12.4,,Northern Side-notched
Ruby,26WA8824-11-12,26WA8824,NL,Artifact 12,Non-component,1,3.8,Obsidian,Proximal fragment,-37.4,-32.5,21.5,5.2,18,10.8,167,174,,10,,Northern Side-notched
Ruby,26WA8824-11-15,26WA8824,NL,Artifact 15,Non-component,1,0.8,Obsidian,Proximal fragment,-19.5,-18.4,-11.4,3,-7.9,-7.3,119,209,,-5.7,DSA rule,Rosegate?
Ruby,26WA8824-11-84,26WA8824,NL,"CU 2, 010-020",Non-component,1,3.9,Obsidian,Nearly complete,-33,-29.6,27.3,5.6,18.7,10.3,152,155,,8.7,Metrics say NSN,Elko
Ruby,26WA8824-11-85,26WA8824,NL,"CU 2, 010-020",Non-component,1,0.9,Obsidian,Nearly complete,-25.2,-20.6,11.9,3.5,11.5,,,,,,Deeply indented,Humboldt?
Ruby,26WA4251-11-52,26WA4251,A,Artifact 12,Non-component,1,4.1,Obsidian,Nearly complete,-44.9,44.2,18.3,5.7,-11.9,11.5,121,190,,-11.3,,Elko
Ruby,26WA4251-11-53,26WA4251,A,Artifact 13,Non-component,1,2,Obsidian,Proximal fragment,-30.5,-26.9,-17.7,3.7,-6.6,-8,136,168,,-7.5,NW looks close to complete,Rosegate
Ruby,26WA4251-11-61,26WA4251,NL,Artifact 10,Non-component,1,3.4,Obsidian,Nearly complete,35.9,34,-22.9,4.9,17.7,14,116,167,,9,,Elko
Ruby,26HU5105-11-52,26HU5105,A,"CU 1, 000-010",Paleoarchaic,1,1.82,Obsidian,Proximal fragment,-18.5,-10.7,20.3,5.2,-5.7,,,,,,at site w stemmed points,Humboldt
Ruby,26HU5109-11-1,26HU5109,-,Artifact 1,Middle Archaic,1,4.8,Obsidian,Nearly complete,43.5,43.5,-30.2,5,-11.4,11.5,89,162,,8.6,,Elko
Ruby,26HU5109-11-15,26HU5109,-,Artifact 15,Middle Archaic,1,7.2,Obsidian,Proximal fragment,-43.4,-42.6,23.6,6.2,-14.8,11.3,145,171,,13.1,,Northern Side-notched
Ruby,26HU5109-11-52,26HU5109,-,"CU 2, 000-010",Middle Archaic,1,0.6,Obsidian,Proximal fragment,-14.5,-13.8,-11.6,4.2,8.3,7.5,111,227,,5.8,DSA rule,Rosegate?
Ruby,26HU5109-11-71,26HU5109,-,"CU 2, 070-080",Middle Archaic,1,3.1,Obsidian,Proximal fragment,-25.6,-23,19.2,6.1,14.9,14.7,108,222,,10.3,PSA close enough,Gatecliff
Ruby,26HU5109-11-99,26HU5109,-,"CU 4, 010-020",Middle Archaic,1,3.2,Obsidian,Whole,48.3,47.8,-16.3,4.6,11.6,9.8,132,169,,7.6,,Elko
Ruby,26HU5109-11-127,26HU5109,-,"CU 5, 020-030",Middle Archaic,1,4.7,Obsidian,Proximal fragment,-26.5,-24.3,31.5,5.3,-22.7,15.6,126,132,,11,,Elko
Ruby,26HU5109-11-164,26HU5109,-,"CU 6, 030-040",Middle Archaic,1,2.2,Obsidian,Whole,-34.7,-32.9,22.4,4.1,15.2,10.4,117,136,,7.7,,Elko
Ruby,26HU5111-11-1,26HU5111,-,Artifact 1,Non-component,1,1.1,Obsidian,Proximal fragment,-24.5,-23.6,-12.7,3.4,-5.5,5.3,96,,,-4.7,,Arrow-sized
Ruby,26HU5112-11-1,26HU5112,-,Artifact 1,Non-component,1,3.7,Obsidian,Proximal fragment,-26.1,-23.6,25.7,5.6,-19.9,13.9,140,167,,7.3,,Elko
Ruby,26HU5116-11-1,26HU5116,NL,Artifact 1,Non-component,1,1.1,Obsidian,Proximal fragment,-17.7,-16.8,-17.4,2.8,-8.7,9.8,116,157,,-4.7,,Elko
Ruby,26HU5124-11-40,26HU5124,NL,"SP 11, 010-020",Non-component,1,1,Obsidian,Nearly complete,-30.8,-28.4,11.4,3.2,-3.8,,,,,,,Cottonwood?
Ruby,26HU5124-11-126,26HU5124,A,"CU 2, 000-010",Non-component,1,2.1,Obsidian,Proximal fragment,-22.2,-15.7,-23.5,4,19.7,15.5,128,158,,9,,Elko
Ruby,26HU5124-11-199,26HU5124,A,"CU 8, 000-010",Non-component,1,0.6,Obsidian,Whole,19.4,17.8,14,2.9,14.6,,,,13,,,Cottonwood
Ruby,26HU5124-11-238,26HU5124,A,"CU 10, 020-030",Non-component,1,1.5,Obsidian,Proximal fragment,-26.8,-24.8,-17.4,3.4,-7.8,-7.5,119,172,,-6.3,asymmetrical; unfinished?,Rosegate?
Ruby,26HU5124-11-244,26HU5124,A,"CU 11, 000-010",Non-component,1,0.9,Obsidian,Whole,21.2,20.2,14.7,3.2,14.2,,,,27,,,Cottonwood
Ruby,26HU5124-11-245,26HU5124,A,"CU 11, 000-010",Non-component,1,0.4,Obsidian,Nearly complete,-17.9,-15.4,11.7,2.5,11.5,7.9,153,194,,6.9,,Desert Side-notched
Ruby,26HU5124-11-254,26HU5124,A,"CU 11, 020-030",Non-component,1,2.7,Obsidian,Nearly complete,-32.2,-30.3,16.5,5.4,14.5,,,,,,,Humboldt
Ruby,26HU2184/5272-11-1,26HU2184/5272,NL,Artifact 1,Non-component,1,0.92,Obsidian,Proximal fragment,-17.2,-13,-12.1,3.9,-5.1,3.3,153,195,,-12.7,,Desert Side-notched
Ruby,26HU2184/5272-11-2,26HU2184/5272,NL,Artifact 2,Non-component,1,2.47,Obsidian,Proximal fragment,-27.1,-23.8,24,4.7,-5.4,12.2,110,157,,-7.6,deeply split stem,Elko
Ruby,26HU2184/5272-11-29,26HU2184/5272,FW-D,"SS PSY-5, 000-005",Non-component,1,1.32,Obsidian,Proximal fragment,-22.9,-22.8,-15.5,3.9,7.6,6.2,117,141,,5.2,,Rosegate
Ruby,26HU4067/5143-11-9,26HU4067/5143,NL,Artifact 9,Non-component,1,4.2,Obsidian,Whole,39.9,35.6,24.2,7,16.3,12.8,113,224,,13.3,"PSA rule. Asymmetrical, ugly",Gatecliff?
Ruby,26HU4067/5143-11-80,26HU4067/5143,B,"CU B2, 010-020",Late Archaic (Locus B),1,1.3,Obsidian,Proximal fragment,-23,-22.4,17.9,3.3,9.4,8.2,111,136,,6.2,,Rosegate
Ruby,26HU4791-11-12,26HU4791,A,"CU 1, 010-020",Middle Archaic (Locus A),1,1.5,Obsidian,Proximal fragment,-24.7,-23.2,-18.1,4,-8.5,-8.3,113,152,,-4.9,,Gatecliff
Ruby,26HU4791-11-89,26HU4791,A,"CU 6, 020-030",Middle Archaic (Locus A),1,2.5,Obsidian,Nearly complete,-30.1,-28,-19.5,4.4,,-4.5,,125,,,"odd, asymmetrical",Indeterminate
Ruby,26HU4791-11-122,26HU4791,A,"CU 8, 030-040",Middle Archaic (Locus A),1,1.2,Obsidian,Distal fragment,-30.2,-29,-16.7,3.3,,,,,,,,Indeterminate
Ruby,26HU4792-11-1,26HU4792,AB,Artifact 1,Late Archaic (Locus AB),1,0.3,Obsidian,Nearly complete,-17.4,-17.1,-10.1,2.5,-7.4,6,142,203,,-7.3,,Rosegate
Ruby,26HU4792-11-2,26HU4792,AB,Artifact 2,Late Archaic (Locus AB),1,1.5,Obsidian,Proximal fragment,-19.4,-16.9,-21.6,4.1,-9.5,8.7,127,153,,-8.5,,Elko
Ruby,26HU4792-11-3,26HU4792,AB,Artifact 3,Late Archaic (Locus AB),1,1.4,Obsidian,Proximal fragment,-22.3,-21.4,-16.6,3.9,2.8,2.4,103,126,,5.3,,Rosegate
Ruby,26HU4792-11-6,26HU4792,AB,Artifact 6,Late Archaic (Locus AB),1,0.4,Obsidian,Whole,-21.1,-20.3,10.3,2.2,-7.2,6.5,126,170,,-6,,Rosegate
Ruby,26HU4792-11-16,26HU4792,CD,Artifact 16,Non-component,1,0.7,Obsidian,Proximal fragment,-22,-21.8,-15.5,3.1,5.9,5.4,104,156,,7.2,,Rosegate
Ruby,26HU4792-11-18,26HU4792,CD,Artifact 18,Non-component,1,0.8,Obsidian,Proximal fragment,-16.1,-14.2,-16.8,3.5,-8.9,8.1,117,148,,-5.5,,Rosegate
Ruby,26HU4792-11-26,26HU4792,CD,Artifact 26,Non-component,1,0.7,Cryptocrystalline silicate,Whole,22.4,22.2,13.1,3,-6.2,5.5,124,198,,5.1,,Rosegate
Ruby,26HU4792-11-36,26HU4792,NL,Artifact 36,Non-component,1,0.7,Obsidian,Whole,23.2,22.9,9.7,3.2,8.5,6.2,117,207,,6.6,DSA,Rosegate?
Ruby,26HU4792-11-38,26HU4792,NL,Artifact 38,Non-component,1,0.5,Obsidian,Nearly complete,-20.3,-19.1,10.3,3,-5.6,5.5,85,209,,-5.7,,Small Stemmed
Ruby,26HU4792-11-40,26HU4792,IJ,Artifact 40,Non-component,1,0.1,Obsidian,Proximal fragment,-7,-6.1,-9.1,-2,-6.6,5.9,125,214,,4.6,DSA rule,Rosegate?
Ruby,26HU4792-11-43,26HU4792,IJ,Artifact 43,Non-component,1,0.6,Obsidian,Proximal fragment,-15.1,-14.2,14.1,2.6,-5.7,5.9,110,140,,-5.6,,Rosegate
Ruby,26HU4792-11-45,26HU4792,IJ,Artifact 45,Non-component,1,0.3,Cryptocrystalline silicate,Whole,15.3,14.9,9.8,2.5,6.3,5.4,122,218,,5.8,DSA looks ok on other side,Rosegate
Ruby,26HU4792-11-46,26HU4792,IJ,Artifact 46,Non-component,1,0.4,Obsidian,Proximal fragment,-12.3,-12.1,-10,3.1,-6.3,5.3,120,195,,-4.7,,Rosegate
Ruby,26HU4792-11-49,26HU4792,IJ,Artifact 49,Non-component,1,0.3,Obsidian,Medial fragment,-8.9,-8.8,16.1,3,,8.9,106,195,,-2.2,,Dart-sized
Ruby,26HU4792-11-65,26HU4792,NL,Artifact 65,Non-component,1,1,Obsidian,Proximal fragment,-14,-9.9,18.4,3.5,16.1,14.2,143,166,,8.7,asymmetrical,Northern Side-notched?
Ruby,26HU4792-11-51,26HU4792,NL,Artifact 51,Non-component,1,0.3,Cryptocrystalline silicate,Proximal fragment,-10.2,-6.6,14.4,2.5,14.4,7.4,176,176,,8.1,,Desert Side-notched
Ruby,26HU4792-11-66,26HU4792,NL,Artifact 66,Non-component,1,3.1,Obsidian,Whole,-36.9,35.4,16.8,5.9,-12.3,,,,,,,Lanceolate
Ruby,26HU4792-11-69,26HU4792,NL,Artifact 69,Non-component,1,1.3,Obsidian,Proximal fragment,-14.3,-13.8,-19.9,-4.9,-12.1,,,,,,,Indeterminate
Ruby,26HU4792-11-74,26HU4792,AB,Artifact 74,Late Archaic (Locus AB),1,2.4,Obsidian,Whole,36.2,36.2,-17.9,4.5,-12.9,11.6,124,153,,8.8,,Elko
Ruby,26HU4792-11-77,26HU4792,IJ,Artifact 77,Non-component,1,0.9,Obsidian,Proximal fragment,-16.4,-14.8,-15.9,3.6,-15.7,10.9,170,219,,-10.6,,Northern Side-notched
Ruby,26HU4792-11-78,26HU4792,IJ,Artifact 78,Non-component,1,1.6,Obsidian,Nearly complete,-27.8,-25.4,19.7,3.9,10.9,10.7,89,147,,9.6,DSA is low,Gatecliff?
Ruby,26HU4792-11-79,26HU4792,IJ,Artifact 80,Non-component,1,0.6,Obsidian,Proximal fragment,-11.7,-10.7,-15.8,3.9,15.8,7.5,131,,,-11.7,,Arrow-sized
Ruby,26HU4792-11-83,26HU4792,NL,Artifact 84,Non-component,1,3.7,Obsidian,Medial fragment,-32.4,-31.5,-22.5,5.9,-6.6,7.8,108,200,,-6.1,,Contracting Stem Dart
Ruby,26HU4792-11-88,26HU4792,NL,Artifact 89,Non-component,1,0.7,Obsidian,Proximal fragment,-12.4,-12.1,-17.2,4.6,-11.1,9.8,131,204,,-7.3,,Elko
Ruby,26HU4792-11-92,26HU4792,NL,Artifact 93,Non-component,1,0.7,Obsidian,Proximal fragment,-9.5,-8.2,-15.9,5,15.6,8.5,120,,,-9.5,base only,Elko?
Ruby,26HU4792-11-99,26HU4792,IJ,Artifact 100,Non-component,1,0.6,Obsidian,Medial fragment,-15.2,-14.7,-14.5,2.7,-6.1,7.1,106,143,,-5,,Rosegate
Ruby,26HU4792-11-102,26HU4792,NL,Artifact 103,Non-component,1,0.5,Obsidian,Proximal fragment,-15.5,-14.5,16.5,2.5,7.1,5.7,102,125,,5,,Rosegate
Ruby,26HU4792-11-110,26HU4792,AB,"SP 1, 020-030",Late Archaic (Locus AB),1,6,Obsidian,Whole,-53.2,51.3,-22.6,8,12.2,,,,,,odd; reworked,Gatecliff?
Ruby,26HU4792-11-295,26HU4792,AB,"CU AB1, 000-010",Late Archaic (Locus AB),1,0.6,Obsidian,Whole,16.6,16.1,-14.9,3.6,-14.8,,,,,,,Indeterminate
Ruby,26HU4792-11-311,26HU4792,AB,"CU AB1, 030-040",Late Archaic (Locus AB),1,1.7,Obsidian,Whole,28.4,28.3,-18.2,3.9,8.3,8.2,100,151,,6.7,On cusp w rosegate,Elko
Ruby,26HU4792-11-323,26HU4792,AB,"CU AB1, 050-060",Late Archaic (Locus AB),1,4,Obsidian,Nearly complete,-38,-32.5,-26.3,5.2,-5.8,13.9,117,201,,-9.2,could redo DSA on other side,Elko
Ruby,26HU4792-11-327,26HU4792,AB,"CU AB1, 060-070",Late Archaic (Locus AB),1,1,Obsidian,Nearly complete,-22.3,-22.2,-15.4,3.6,-6.9,6.2,117,169,,-5.3,,Rosegate
Ruby,26HU4792-11-333,26HU4792,AB,"CU AB1, 070-080",Late Archaic (Locus AB),1,1.6,Obsidian,Whole,-25.5,-25.1,-12.8,5.1,-6.3,7,,204,,-4.1,,Indeterminate
